Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Government expenditure on education, total (% of GDP)",3.32130003,3.542490005,3.878530025,3.981940031,3.652760029,3.195960045,2.859119892,2.946749926,2.764600039,3.010129929,3.080440044,3.030770063,3.070859909,2.85435009,2.924366713,2.863093376,2.8732059,2.757536888,2.856470108,2.729680061,2.687449932,2.833600044,2.388629198
